Date,Description,Card Member,Account #,Amount
02/15/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,27.99
02/15/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.78
02/15/2025,SHELL OIL 57442,J RIVERA,-31009,38.38
02/16/2025,SHAKE SHACK #221,J RIVERA,-31009,9.57
02/16/2025,SWEETGREEN MISSION,J RIVERA,-31009,31.41
02/16/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.94
02/16/2025,PEETS COFFEE #117,J RIVERA,-31009,4.99
02/16/2025,STEAMGAMES.COM 4259522,J RIVERA,-31009,71.90
02/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,4.00
02/17/2025,PEETS COFFEE #117,J RIVERA,-31009,4.70
02/17/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.21
02/17/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,42.53
02/19/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,25.95
02/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
02/20/2025,PEETS COFFEE #117,J RIVERA,-31009,7.78
02/21/2025,UBER EATS ORDER,J RIVERA,-31009,14.73
02/21/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,36.70
02/22/2025,SQ *NOODLE BAR,J RIVERA,-31009,34.56
02/22/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,120.33
02/22/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,20.13
02/23/2025,TARGET 00012345,J RIVERA,-31009,23.53
02/23/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
02/24/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,58.12
02/25/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.62
02/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-1706.13
02/27/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.04
02/27/2025,COSTCO WHSE #0421,J RIVERA,-31009,60.07
02/27/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
02/28/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,90.81
02/28/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
03/01/2025,CHIPOTLE 1123,J RIVERA,-31009,31.32
03/02/2025,COSTCO WHSE #0421,J RIVERA,-31009,39.57
03/03/2025,NETFLIX.COM,J RIVERA,-31009,15.49
03/04/2025,SHAKE SHACK #221,J RIVERA,-31009,22.97
03/04/2025,SAFEWAY #1781,J RIVERA,-31009,61.32
03/04/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,68.30
03/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
03/05/2025,SWEETGREEN MISSION,J RIVERA,-31009,15.44
03/05/2025,COSTCO WHSE #0421,J RIVERA,-31009,48.74
03/06/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.76
03/07/2025,SPOTIFY USA,J RIVERA,-31009,10.99
03/07/2025,UBER EATS ORDER,J RIVERA,-31009,19.25
03/08/2025,SHAKE SHACK #221,J RIVERA,-31009,25.31
03/08/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,30.41
03/08/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.09
03/08/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.41
03/08/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,106.04
03/08/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
03/09/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,47.85
03/10/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.92
03/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
03/11/2025,COSTCO WHSE #0421,J RIVERA,-31009,75.32
03/12/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.11
03/12/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.97
03/12/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,41.37
03/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
03/14/2025,SHAKE SHACK #221,J RIVERA,-31009,12.25
03/14/2025,COSTCO WHSE #0421,J RIVERA,-31009,75.28
03/16/2025,SAFEWAY #1781,J RIVERA,-31009,69.76
03/16/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,20.68
03/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,4.00
03/17/2025,COSTCO WHSE #0421,J RIVERA,-31009,48.42
03/17/2025,SHELL OIL 57442,J RIVERA,-31009,55.78
03/18/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,19.47
03/19/2025,UBER EATS ORDER,J RIVERA,-31009,39.85
03/19/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,35.97
03/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
03/20/2025,PEETS COFFEE #117,J RIVERA,-31009,6.80
03/20/2025,PEETS COFFEE #117,J RIVERA,-31009,4.61
03/21/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.59
03/21/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,39.60
03/21/2025,TARGET 00012345,J RIVERA,-31009,36.84
03/21/2025,AMC THEATRES 4410,J RIVERA,-31009,77.80
03/22/2025,SHAKE SHACK #221,J RIVERA,-31009,35.58
03/23/2025,SWEETGREEN MISSION,J RIVERA,-31009,13.54
03/23/2025,PEETS COFFEE #117,J RIVERA,-31009,6.63
03/25/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,27.64
03/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-1979.16
03/27/2025,TRADER JOE'S #552,J RIVERA,-31009,61.00
03/28/2025,TICKETMASTER,J RIVERA,-31009,94.50
03/29/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.44
03/29/2025,COSTCO WHSE #0421,J RIVERA,-31009,34.63
03/29/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,66.79
03/31/2025,SHELL OIL 57442,J RIVERA,-31009,58.79
04/01/2025,COSTCO WHSE #0421,J RIVERA,-31009,24.66
04/01/2025,SHELL OIL 57442,J RIVERA,-31009,58.67
04/01/2025,TARGET 00012345,J RIVERA,-31009,39.23
04/02/2025,SHELL OIL 57442,J RIVERA,-31009,60.54
04/02/2025,AMC THEATRES 4410,J RIVERA,-31009,45.04
04/03/2025,NETFLIX.COM,J RIVERA,-31009,15.49
04/04/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,27.87
04/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
04/06/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,20.39
04/06/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.83
04/07/2025,SPOTIFY USA,J RIVERA,-31009,10.99
04/09/2025,UBER EATS ORDER,J RIVERA,-31009,17.80
04/09/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,39.37
04/10/2025,SHAKE SHACK #221,J RIVERA,-31009,26.38
04/10/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.76
04/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
04/11/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,26.58
04/11/2025,TRADER JOE'S #552,J RIVERA,-31009,38.79
04/12/2025,UBER EATS ORDER,J RIVERA,-31009,15.64
04/12/2025,COSTCO WHSE #0421,J RIVERA,-31009,77.76
04/12/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,18.61
04/13/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,23.23
04/13/2025,SHAKE SHACK #221,J RIVERA,-31009,36.19
04/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
04/15/2025,PEETS COFFEE #117,J RIVERA,-31009,7.23
04/16/2025,SQ *NOODLE BAR,J RIVERA,-31009,20.46
04/16/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.68
04/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,4.00
04/18/2025,TRADER JOE'S #552,J RIVERA,-31009,44.35
04/19/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.67
04/19/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,33.25
04/19/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,22.31
04/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
04/20/2025,SWEETGREEN MISSION,J RIVERA,-31009,46.06
04/21/2025,SWEETGREEN MISSION,J RIVERA,-31009,32.48
04/21/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.30
04/21/2025,PEETS COFFEE #117,J RIVERA,-31009,6.52
04/23/2025,SQ *NOODLE BAR,J RIVERA,-31009,35.14
04/24/2025,COSTCO WHSE #0421,J RIVERA,-31009,43.92
04/25/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.04
04/25/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.33
04/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-1814.16
04/26/2025,TRADER JOE'S #552,J RIVERA,-31009,23.03
04/27/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,20.06
04/30/2025,COSTCO WHSE #0421,J RIVERA,-31009,97.21
05/01/2025,UBER EATS ORDER,J RIVERA,-31009,35.67
05/01/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.15
05/02/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.29
05/02/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.38
05/02/2025,COSTCO WHSE #0421,J RIVERA,-31009,48.74
05/02/2025,SHELL OIL 57442,J RIVERA,-31009,58.88
05/03/2025,NETFLIX.COM,J RIVERA,-31009,15.49
05/04/2025,SHAKE SHACK #221,J RIVERA,-31009,24.10
05/04/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,38.76
05/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
05/05/2025,PEETS COFFEE #117,J RIVERA,-31009,5.68
05/05/2025,SHELL OIL 57442,J RIVERA,-31009,52.28
05/06/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,18.43
05/06/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,59.91
05/07/2025,SPOTIFY USA,J RIVERA,-31009,10.99
05/07/2025,UBER EATS ORDER,J RIVERA,-31009,45.84
05/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
05/11/2025,CHIPOTLE 1123,J RIVERA,-31009,35.63
05/11/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.07
05/11/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,42.79
05/12/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,62.69
05/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
05/14/2025,SHELL OIL 57442,J RIVERA,-31009,44.15
05/16/2025,SQ *NOODLE BAR,J RIVERA,-31009,21.89
05/16/2025,SQ *NOODLE BAR,J RIVERA,-31009,24.44
05/16/2025,SHAKE SHACK #221,J RIVERA,-31009,19.45
05/16/2025,SQ *NOODLE BAR,J RIVERA,-31009,31.18
05/16/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.51
05/16/2025,COSTCO WHSE #0421,J RIVERA,-31009,62.03
05/16/2025,AMC THEATRES 4410,J RIVERA,-31009,61.49
05/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,4.00
05/17/2025,CHIPOTLE 1123,J RIVERA,-31009,15.49
05/17/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.64
05/19/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.90
05/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
05/21/2025,SWEETGREEN MISSION,J RIVERA,-31009,23.95
05/21/2025,SAFEWAY #1781,J RIVERA,-31009,119.05
05/22/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,35.49
05/22/2025,COSTCO WHSE #0421,J RIVERA,-31009,93.47
05/22/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,17.47
05/23/2025,PEETS COFFEE #117,J RIVERA,-31009,6.92
05/24/2025,TRADER JOE'S #552,J RIVERA,-31009,57.69
05/24/2025,SHELL OIL 57442,J RIVERA,-31009,48.12
05/25/2025,UBER EATS ORDER,J RIVERA,-31009,17.33
05/25/2025,SHELL OIL 57442,J RIVERA,-31009,38.50
05/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-1229.83
05/26/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,19.34
05/27/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.35
05/28/2025,STEAMGAMES.COM 4259522,J RIVERA,-31009,64.69
05/29/2025,SHAKE SHACK #221,J RIVERA,-31009,38.87
05/29/2025,PEETS COFFEE #117,J RIVERA,-31009,6.09
05/29/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.88
05/29/2025,TRADER JOE'S #552,J RIVERA,-31009,87.04
05/29/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,21.91
05/29/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,92.01
05/30/2025,SWEETGREEN MISSION,J RIVERA,-31009,25.14
05/30/2025,TRADER JOE'S #552,J RIVERA,-31009,34.99
05/31/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,39.45
05/31/2025,UBER EATS ORDER,J RIVERA,-31009,33.73
06/02/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.49
06/03/2025,NETFLIX.COM,J RIVERA,-31009,15.49
06/04/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.67
06/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
06/05/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,33.92
06/05/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.57
06/05/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.84
06/05/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.21
06/05/2025,WALGREENS #3321,J RIVERA,-31009,47.46
06/06/2025,UBER EATS ORDER,J RIVERA,-31009,41.98
06/06/2025,SWEETGREEN MISSION,J RIVERA,-31009,19.43
06/07/2025,SPOTIFY USA,J RIVERA,-31009,11.99
06/07/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,20.88
06/08/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.30
06/10/2025,SQ *NOODLE BAR,J RIVERA,-31009,29.58
06/10/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.22
06/10/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,19.04
06/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
06/11/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,22.04
06/12/2025,SHELL OIL 57442,J RIVERA,-31009,59.26
06/13/2025,SHAKE SHACK #221,J RIVERA,-31009,31.36
06/13/2025,TARGET 00012345,J RIVERA,-31009,22.29
06/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
06/14/2025,SHAKE SHACK #221,J RIVERA,-31009,25.56
06/14/2025,SHAKE SHACK #221,J RIVERA,-31009,32.44
06/14/2025,PEETS COFFEE #117,J RIVERA,-31009,5.38
06/15/2025,SWEETGREEN MISSION,J RIVERA,-31009,13.09
06/15/2025,SQ *NOODLE BAR,J RIVERA,-31009,15.12
06/15/2025,SWEETGREEN MISSION,J RIVERA,-31009,18.37
06/15/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,88.18
06/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,4.00
06/17/2025,SHELL OIL 57442,J RIVERA,-31009,61.53
06/18/2025,SHAKE SHACK #221,J RIVERA,-31009,30.73
06/18/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,65.26
06/19/2025,SHAKE SHACK #221,J RIVERA,-31009,25.23
06/19/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.13
06/19/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,53.12
06/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
06/20/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,18.24
06/20/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,31.61
06/20/2025,WALGREENS #3321,J RIVERA,-31009,13.00
06/21/2025,PEETS COFFEE #117,J RIVERA,-31009,5.55
06/22/2025,PEETS COFFEE #117,J RIVERA,-31009,7.84
06/23/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,24.91
06/24/2025,SQ *NOODLE BAR,J RIVERA,-31009,27.53
06/24/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.70
06/24/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,87.09
06/25/2025,PEETS COFFEE #117,J RIVERA,-31009,7.76
06/25/2025,PEETS COFFEE #117,J RIVERA,-31009,5.59
06/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-1945.39
06/27/2025,COSTCO WHSE #0421,J RIVERA,-31009,53.13
06/29/2025,COSTCO WHSE #0421,J RIVERA,-31009,25.30
07/01/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.77
07/01/2025,SAFEWAY #1781,J RIVERA,-31009,71.40
07/01/2025,TARGET 00012345,J RIVERA,-31009,12.54
07/01/2025,TARGET 00012345,J RIVERA,-31009,26.04
07/02/2025,PEETS COFFEE #117,J RIVERA,-31009,4.53
07/02/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,23.15
07/03/2025,NETFLIX.COM,J RIVERA,-31009,15.49
07/03/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.65
07/04/2025,SAFEWAY #1781,J RIVERA,-31009,112.90
07/04/2025,STEAMGAMES.COM 4259522,J RIVERA,-31009,21.28
07/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
07/05/2025,SQ *NOODLE BAR,J RIVERA,-31009,17.81
07/05/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,29.80
07/06/2025,SHAKE SHACK #221,J RIVERA,-31009,20.90
07/07/2025,SPOTIFY USA,J RIVERA,-31009,11.99
07/07/2025,PEETS COFFEE #117,J RIVERA,-31009,7.12
07/07/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,21.13
07/07/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,23.14
07/09/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,29.72
07/09/2025,COSTCO WHSE #0421,J RIVERA,-31009,102.87
07/10/2025,PEETS COFFEE #117,J RIVERA,-31009,5.27
07/10/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.86
07/10/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,49.78
07/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
07/11/2025,PEETS COFFEE #117,J RIVERA,-31009,5.63
07/11/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,10.47
07/12/2025,UBER EATS ORDER,J RIVERA,-31009,31.98
07/12/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,20.47
07/13/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.85
07/13/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,27.82
07/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
07/14/2025,PEETS COFFEE #117,J RIVERA,-31009,4.28
07/15/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.26
07/15/2025,PEETS COFFEE #117,J RIVERA,-31009,4.47
07/15/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,204.29
07/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,25.00
07/17/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,38.45
07/17/2025,SQ *NOODLE BAR,J RIVERA,-31009,19.62
07/17/2025,PEETS COFFEE #117,J RIVERA,-31009,5.14
07/17/2025,SHELL OIL 57442,J RIVERA,-31009,53.96
07/17/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,22.13
07/18/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.31
07/19/2025,UBER EATS ORDER,J RIVERA,-31009,29.03
07/19/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.93
07/19/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.26
07/19/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,55.83
07/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
07/20/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,20.32
07/20/2025,SQ *NOODLE BAR,J RIVERA,-31009,33.15
07/20/2025,CHIPOTLE 1123,J RIVERA,-31009,26.43
07/20/2025,COSTCO WHSE #0421,J RIVERA,-31009,29.09
07/21/2025,TRADER JOE'S #552,J RIVERA,-31009,84.81
07/22/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,31.30
07/23/2025,SQ *NOODLE BAR,J RIVERA,-31009,23.29
07/23/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.06
07/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-1302.38
07/26/2025,SWEETGREEN MISSION,J RIVERA,-31009,25.46
07/26/2025,PEETS COFFEE #117,J RIVERA,-31009,6.80
07/26/2025,SHELL OIL 57442,J RIVERA,-31009,60.13
07/26/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,87.65
07/28/2025,PEETS COFFEE #117,J RIVERA,-31009,6.57
07/28/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.11
07/28/2025,SHELL OIL 57442,J RIVERA,-31009,57.77
07/28/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,84.11
07/29/2025,SWEETGREEN MISSION,J RIVERA,-31009,22.72
07/30/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,21.22
07/31/2025,SWEETGREEN MISSION,J RIVERA,-31009,26.57
07/31/2025,UBER EATS ORDER,J RIVERA,-31009,20.46
07/31/2025,SQ *NOODLE BAR,J RIVERA,-31009,17.74
07/31/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.43
07/31/2025,COSTCO WHSE #0421,J RIVERA,-31009,74.02
08/02/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,15.11
08/03/2025,NETFLIX.COM,J RIVERA,-31009,15.49
08/03/2025,SWEETGREEN MISSION,J RIVERA,-31009,23.65
08/03/2025,PEETS COFFEE #117,J RIVERA,-31009,5.65
08/04/2025,SHELL OIL 57442,J RIVERA,-31009,54.12
08/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
08/05/2025,SHAKE SHACK #221,J RIVERA,-31009,45.47
08/06/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,26.28
08/06/2025,PEETS COFFEE #117,J RIVERA,-31009,5.83
08/06/2025,COSTCO WHSE #0421,J RIVERA,-31009,39.53
08/07/2025,SPOTIFY USA,J RIVERA,-31009,11.99
08/07/2025,SWEETGREEN MISSION,J RIVERA,-31009,24.33
08/07/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,44.05
08/08/2025,SHELL OIL 57442,J RIVERA,-31009,43.32
08/09/2025,SHELL OIL 57442,J RIVERA,-31009,57.16
08/09/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,11.56
08/09/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,66.37
08/10/2025,UBER EATS ORDER,J RIVERA,-31009,27.84
08/10/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,65.90
08/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
08/11/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,32.88
08/11/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.02
08/12/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.80
08/13/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,36.48
08/13/2025,UBER EATS ORDER,J RIVERA,-31009,34.41
08/13/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.12
08/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
08/14/2025,PEETS COFFEE #117,J RIVERA,-31009,5.10
08/15/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,22.45
08/15/2025,SHAKE SHACK #221,J RIVERA,-31009,17.90
08/16/2025,SHAKE SHACK #221,J RIVERA,-31009,18.35
08/16/2025,TARGET 00012345,J RIVERA,-31009,23.51
08/16/2025,TARGET 00012345,J RIVERA,-31009,39.90
08/16/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,101.38
08/16/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,56.38
08/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,25.00
08/17/2025,SQ *NOODLE BAR,J RIVERA,-31009,20.66
08/17/2025,SWEETGREEN MISSION,J RIVERA,-31009,29.88
08/17/2025,PEETS COFFEE #117,J RIVERA,-31009,7.02
08/17/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,34.82
08/17/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,22.26
08/17/2025,AMC THEATRES 4410,J RIVERA,-31009,21.35
08/18/2025,CHIPOTLE 1123,J RIVERA,-31009,19.86
08/18/2025,SHAKE SHACK #221,J RIVERA,-31009,43.54
08/18/2025,SHELL OIL 57442,J RIVERA,-31009,49.23
08/19/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.73
08/19/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.39
08/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
08/22/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.29
08/22/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.15
08/22/2025,TARGET 00012345,J RIVERA,-31009,19.02
08/23/2025,SQ *NOODLE BAR,J RIVERA,-31009,51.52
08/23/2025,SQ *NOODLE BAR,J RIVERA,-31009,18.55
08/23/2025,CHIPOTLE 1123,J RIVERA,-31009,29.79
08/23/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.59
08/23/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,94.65
08/23/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,14.53
08/24/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,32.38
08/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2125.50
08/26/2025,PEETS COFFEE #117,J RIVERA,-31009,7.79
08/26/2025,PEETS COFFEE #117,J RIVERA,-31009,4.86
08/26/2025,SHELL OIL 57442,J RIVERA,-31009,53.94
08/26/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,26.36
08/27/2025,SQ *NOODLE BAR,J RIVERA,-31009,21.96
08/28/2025,TRADER JOE'S #552,J RIVERA,-31009,52.36
08/28/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,24.18
08/29/2025,UBER EATS ORDER,J RIVERA,-31009,45.88
08/29/2025,SWEETGREEN MISSION,J RIVERA,-31009,30.34
08/29/2025,UBER EATS ORDER,J RIVERA,-31009,21.61
08/30/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,13.24
08/30/2025,AMC THEATRES 4410,J RIVERA,-31009,25.97
08/31/2025,UBER EATS ORDER,J RIVERA,-31009,37.07
